guid	Item_No	Term	Category	title	Skill_Level	Instructor	Day	Age_Group	Time	ClassDate	Weeks	Model_Fee	Lab_Fee	Price	body	
3201	1.54	2	Photography	Intermediate Photography	ADULTS	Allan Pierce	Tuesday	Adults	6:30 - 9:00 PM	10/28 - 12/16	8			265	Beyond-basic photography students explore the different technical and aesthetic decisions required for portrait, documentary, narrative or commercial photography. Photo exercises and assignments challenge participants to deepen their visual awareness while clarifying their approach, making images that are both personal and meaningful. In addition, students explore computer workflow skills from organization and file management to printing and sharing images.	
3202	1.54	1A	Photography	Intermediate Photography	ADULTS	Allan Pierce	Tuesday	Adults	6:30 - 9:00 PM	9/9 - 9/23	3			110	Beyond-basic photography students explore the different technical and aesthetic decisions required for portrait, documentary, narrative or commercial photography. Photo exercises and assignments challenge participants to deepen their visual awareness while clarifying their approach, making images that are both personal and meaningful. In addition, students explore computer workflow skills from organization and file management to printing and sharing images.	
3203	1.54	1B	Photography	Intermediate Photography	ADULTS	Allan Pierce	Tuesday	Adults	6:30 - 9:00 PM	9/30 - 10/21	4			145	Beyond-basic photography students explore the different technical and aesthetic decisions required for portrait, documentary, narrative or commercial photography. Photo exercises and assignments challenge participants to deepen their visual awareness while clarifying their approach, making images that are both personal and meaningful. In addition, students explore computer workflow skills from organization and file management to printing and sharing images.	
3204	1.58	2	Photography	Intermediate Photography	ADULTS	Gregory Ross	Thursday	Adults	6:30 - 9:00 PM	10/30 - 12/11	7			250	Beyond-basic photography students explore the different technical and aesthetic decisions required for portrait, documentary, narrative or commercial photography. Photo exercises and assignments challenge participants to deepen their visual awareness while clarifying their approach, making images that are both personal and meaningful. In addition, students explore computer workflow skills from organization and file management to printing and sharing images.	
3205	1.58	1A	Photography	Intermediate Photography	ADULTS	Gregory Ross	Thursday	Adults	6:30 - 9:00 PM	09/11 -  9/25	3			110	Beyond-basic photography students explore the different technical and aesthetic decisions required for portrait, documentary, narrative or commercial photography. Photo exercises and assignments challenge participants to deepen their visual awareness while clarifying their approach, making images that are both personal and meaningful. In addition, students explore computer workflow skills from organization and file management to printing and sharing images.	
3206	1.58	1B	Photography	Intermediate Photography	ADULTS	Gregory Ross	Thursday	Adults	6:30 - 9:00 PM	10/02 - 10/23	4			145	Beyond-basic photography students explore the different technical and aesthetic decisions required for portrait, documentary, narrative or commercial photography. Photo exercises and assignments challenge participants to deepen their visual awareness while clarifying their approach, making images that are both personal and meaningful. In addition, students explore computer workflow skills from organization and file management to printing and sharing images.	
3207	1.56	2	Photography	Learning from Master Photographers	ADULTS	Allan Pierce	Wednesday	Adults	1:00 - 3:30 PM	10/29 - 12/17	8			265	Using the exhibit -Masters of Photography- in the Boca Raton Museum as a starting point, students learn to take riveting photographs. The class examines photographs by Steichen, Steiglitz, Walker Evans and other photographers to learn how each artist chose a particular image and manipulated light to create a unique image. Each week, creative photo assignments related to technical or aesthetic decisions are followed up with discussion.	
3208	1.64	2	Photography	Source Material for Painters and Sculptors	ADULTS	Allan Pierce	Friday	Adults	1:00 - 3:30 PM	10/31 - 12/12	7			250	Cezanne, Degas, Chuck Close and Picasso are just a few artists who have worked from photographs. For many painters,  photographs are an essential part of their process, but starting with a good photograph is vitally important. In this class for painters, students learn how to take quality photographs to use as reference material. Whether using an SLR camera or your iPhone, learn how to manage light, composition, and color to have a solid starting point for your painting.	
3209	1.64	1A	Photography	Source Material for Painters and Sculptors	ADULTS	Allan Pierce	Friday	Adults	1:00 - 3:30 PM	09/12 - 9/26	3			110	Cezanne, Degas, Chuck Close and Picasso are just a few artists who have worked from photographs. For many painters,  photographs are an essential part of their process, but starting with a good photograph is vitally important. In this class for painters, students learn how to take quality photographs to use as reference material. Whether using an SLR camera or your iPhone, learn how to manage light, composition, and color to have a solid starting point for your painting.	
3210	1.64	1B	Photography	Source Material for Painters and Sculptors	ADULTS	Allan Pierce	Friday	Adults	1:00 - 3:30 PM	10/3 - 10/10/24	4			145	Cezanne, Degas, Chuck Close and Picasso are just a few artists who have worked from photographs. For many painters,  photographs are an essential part of their process, but starting with a good photograph is vitally important. In this class for painters, students learn how to take quality photographs to use as reference material. Whether using an SLR camera or your iPhone, learn how to manage light, composition, and color to have a solid starting point for your painting.	
3211	1.44	2	Printmaking-Collage	Collage and Assemblage	ADULTS	Eydi Lampasona	Wednesday	Adults	9:00 AM - 12:00 PM	10/29 - 12/17	8			310	In an atmosphere of experimentation, students are exposed to a myriad of techniques and a variety of materials from metal to gossamer. Students learn methods of using paint, glazing, and nature items in two-dimensional collages and three-dimensional assemblage. The instructor provides guidance on how to create personal artworks incorporating life experiences and personal themes.	
3212	1.44	1A	Printmaking-Collage	Collage and Assemblage	ADULTS	Eydi Lampasona	Wednesday	Adults	9:00 AM - 12:00 PM	9/10 - 9/24	3			130	In an atmosphere of experimentation, students are exposed to a myriad of techniques and a variety of materials from metal to gossamer. Students learn methods of using paint, glazing, and nature items in two-dimensional collages and three-dimensional assemblage. The instructor provides guidance on how to create personal artworks incorporating life experiences and personal themes.	
3213	1.44	1B	Printmaking-Collage	Collage and Assemblage	ADULTS	Eydi Lampasona	Wednesday	Adults	9:00 AM - 12:00 PM	10/1 - 10/22	4			175	In an atmosphere of experimentation, students are exposed to a myriad of techniques and a variety of materials from metal to gossamer. Students learn methods of using paint, glazing, and nature items in two-dimensional collages and three-dimensional assemblage. The instructor provides guidance on how to create personal artworks incorporating life experiences and personal themes.	
3214	1.45	2	Printmaking-Collage	Collage and Assemblage	ADULTS	Eydi Lampasona	Wednesday	Adults	12:30 - 3:30 PM	10/29 - 12/17	8			310	In an atmosphere of experimentation, students are exposed to a myriad of techniques and a variety of materials from metal to gossamer. Students learn methods of using paint, glazing, and nature items in two-dimensional collages and three-dimensional assemblage. The instructor provides guidance on how to create personal artworks incorporating life experiences and personal themes.	
3215	1.45	1A	Printmaking-Collage	Collage and Assemblage	ADULTS	Eydi Lampasona	Wednesday	Adults	12:30 - 3:30 PM	9/10 - 9/24	3			130	In an atmosphere of experimentation, students are exposed to a myriad of techniques and a variety of materials from metal to gossamer. Students learn methods of using paint, glazing, and nature items in two-dimensional collages and three-dimensional assemblage. The instructor provides guidance on how to create personal artworks incorporating life experiences and personal themes.	
3216	1.45	1B	Printmaking-Collage	Collage and Assemblage	ADULTS	Eydi Lampasona	Wednesday	Adults	12:30 - 3:30 PM	10/1 - 10/22	4			175	In an atmosphere of experimentation, students are exposed to a myriad of techniques and a variety of materials from metal to gossamer. Students learn methods of using paint, glazing, and nature items in two-dimensional collages and three-dimensional assemblage. The instructor provides guidance on how to create personal artworks incorporating life experiences and personal themes.	
3217	1.4	2	Printmaking-Collage	Monotype and Monoprint	ADULTS	Eydi Lampasona	Thursday	Adults	12:30 - 3:30 PM	10/30 - 12/11	7			295	Begin creating beautiful prints ready for hanging in just one class session. Learn easy reductive printing, direct painting, chine collﾊ (collage) methods and relief techniques. Learn about collagraphs, water-based oil paints, students are assured a non-toxic environment and create many beautiful prints to frame.	
3218	1.4	1A	Printmaking-Collage	Monotype and Monoprint	ADULTS	Eydi Lampasona	Thursday	Adults	12:30 - 3:30 PM	09/11 -  9/25	3			130	Begin creating beautiful prints ready for hanging in just one class session. Learn easy reductive printing, direct painting, chine collﾊ (collage) methods and relief techniques. Learn about collagraphs, water-based oil paints, students are assured a non-toxic environment and create many beautiful prints to frame.	
3219	1.4	1B	Printmaking-Collage	Monotype and Monoprint	ADULTS	Eydi Lampasona	Thursday	Adults	12:30 - 3:30 PM	10/02 - 10/23	4			175	Begin creating beautiful prints ready for hanging in just one class session. Learn easy reductive printing, direct painting, chine collﾊ (collage) methods and relief techniques. Learn about collagraphs, water-based oil paints, students are assured a non-toxic environment and create many beautiful prints to frame.	
3220	1.43	2	Printmaking-Collage	Relief Printmaking	ADULTS	Celestin Joseph	Wednesday	Adults	6:30 - 8:30 PM	10/29 - 12/17	8			225	Relief printing can be simple, direct and inexpensive, often resulting in images as bold as German Expressionism or as delicate as Japanese woodcuts. Easy to carve -EZ cut- and linoleum blocks allow the students to explore a wide range of mark-making and printing styles. Students learn to print on Japanese rice papers with black ink or can use layers of colors to create bold graphic works. This class covers traditional techniques for achieving perfect registration for multi-block printing and selecting the right papers to enhance your image.	
3221	1.43	1A	Printmaking-Collage	Relief Printmaking	ADULTS	Celestin Joseph	Wednesday	Adults	6:30 - 8:30 PM	9/10 - 9/24	3			100	Relief printing can be simple, direct and inexpensive, often resulting in images as bold as German Expressionism or as delicate as Japanese woodcuts. Easy to carve -EZ cut- and linoleum blocks allow the students to explore a wide range of mark-making and printing styles. Students learn to print on Japanese rice papers with black ink or can use layers of colors to create bold graphic works. This class covers traditional techniques for achieving perfect registration for multi-block printing and selecting the right papers to enhance your image.	
3222	1.43	1B	Printmaking-Collage	Relief Printmaking	ADULTS	Celestin Joseph	Wednesday	Adults	6:30 - 8:30 PM	10/1 - 10/22	4			120	Relief printing can be simple, direct and inexpensive, often resulting in images as bold as German Expressionism or as delicate as Japanese woodcuts. Easy to carve -EZ cut- and linoleum blocks allow the students to explore a wide range of mark-making and printing styles. Students learn to print on Japanese rice papers with black ink or can use layers of colors to create bold graphic works. This class covers traditional techniques for achieving perfect registration for multi-block printing and selecting the right papers to enhance your image.	
3223	1.47	2	Printmaking-Collage	Relief Printmaking	ADULTS	Ron Garret	Wednesday	Adults	9:30 AM- 12:00 PM	10/29 - 12/17	8			265	Relief printing can be simple, direct and inexpensive, often resulting in images as bold as German Expressionism or as delicate as Japanese woodcuts. Easy to carve -EZ cut- and linoleum blocks allow the students to explore a wide range of mark-making and printing styles. Students learn to print on Japanese rice papers with black ink or can use layers of colors to create bold graphic works. This class covers traditional techniques for achieving perfect registration for multi-block printing and selecting the right papers to enhance your image.	
3224	1.47	1A	Printmaking-Collage	Relief Printmaking	ADULTS	Ron Garret	Wednesday	Adults	9:30 AM- 12:00 PM	9/10 - 9/24	3			110	Relief printing can be simple, direct and inexpensive, often resulting in images as bold as German Expressionism or as delicate as Japanese woodcuts. Easy to carve -EZ cut- and linoleum blocks allow the students to explore a wide range of mark-making and printing styles. Students learn to print on Japanese rice papers with black ink or can use layers of colors to create bold graphic works. This class covers traditional techniques for achieving perfect registration for multi-block printing and selecting the right papers to enhance your image.	
3225	1.47	1B	Printmaking-Collage	Relief Printmaking	ADULTS	Ron Garret	Wednesday	Adults	9:30 AM- 12:00 PM	10/1 - 10/22	4			145	Relief printing can be simple, direct and inexpensive, often resulting in images as bold as German Expressionism or as delicate as Japanese woodcuts. Easy to carve -EZ cut- and linoleum blocks allow the students to explore a wide range of mark-making and printing styles. Students learn to print on Japanese rice papers with black ink or can use layers of colors to create bold graphic works. This class covers traditional techniques for achieving perfect registration for multi-block printing and selecting the right papers to enhance your image.	
3226	4.6	2	Sculpture	Stone Carving	ADULTS	Willaim Reed	Thursday	Adults	9:00 AM - 12:00 PM	10/30 - 12/11	7			305	Learn the art of stone carving. Students develop an eye for sculpture in the round and the direct-carving process from rough stone to a polished and mounted sculpture. Discover the surprising ease and meditative quality of hand chiseling and using power tools while creating sculpture in alabaster or marble. Students are taken through the entire process from stone selection to carving and polishing.	
3227	4.6	1A	Sculpture	Stone Carving	ADULTS	Willaim Reed	Thursday	Adults	9:00 AM - 12:00 PM	09/11 -  9/25	3			135	Learn the art of stone carving. Students develop an eye for sculpture in the round and the direct-carving process from rough stone to a polished and mounted sculpture. Discover the surprising ease and meditative quality of hand chiseling and using power tools while creating sculpture in alabaster or marble. Students are taken through the entire process from stone selection to carving and polishing.	
3228	4.6	1B	Sculpture	Stone Carving	ADULTS	Willaim Reed	Thursday	Adults	9:00 AM - 12:00 PM	10/2 - 10/23	4			185	Learn the art of stone carving. Students develop an eye for sculpture in the round and the direct-carving process from rough stone to a polished and mounted sculpture. Discover the surprising ease and meditative quality of hand chiseling and using power tools while creating sculpture in alabaster or marble. Students are taken through the entire process from stone selection to carving and polishing.	
3229	4.61	2	Sculpture	Wood Carving	ADULTS	Willaim Reed	Wednesday	Adults	6:30 ? 9:00 PM	10/29 - 12/17	8			285	Learn the basic techniques of hand carving by creating a wooden bowl as the first project. Fundamental use of chisels, gouges and mallets are demonstrated in detail. Material fee: $40, paid to the instructor on the first day of class. Includes the cost of wood for first project.	
3230	4.61	1A	Sculpture	Wood Carving	ADULTS	Willaim Reed	Wednesday	Adults	6:30 ? 9:00 PM	9/10 - 9/24	3			115	Learn the basic techniques of hand carving by creating a wooden bowl as the first project. Fundamental use of chisels, gouges and mallets are demonstrated in detail. Material fee: $40, paid to the instructor on the first day of class. Includes the cost of wood for first project.	
3231	4.61	1B	Sculpture	Wood Carving	ADULTS	Willaim Reed	Wednesday	Adults	6:30 ? 9:00 PM	10/1 - 10/22	4			155	Learn the basic techniques of hand carving by creating a wooden bowl as the first project. Fundamental use of chisels, gouges and mallets are demonstrated in detail. Material fee: $40, paid to the instructor on the first day of class. Includes the cost of wood for first project.	
3232	1.06	1	Special Needs	Special Needs Creative Expression - Ages 13-17		Maria Saraceni	Tuesday	Special Needs Ages 13-17	6:00 - 8:00 PM	09/09 - 10/21	7			190	This class offers a creative opportunity for people with Autism Spectrum Disorders that are interested in art. In a peaceful environment, students enhance their creative self-expression, build on social relationships with one another, and develop self-confidence through the process of creation. Students explore drawing, painting, collage and print-making. Students are interviewed in order to identify specific accommodations needed.	
3233	1.06	2	Special Needs	Special Needs Creative Expression - Ages 13-17		Maria Saraceni	Tuesday	Special Needs Ages 13-17	6:00 - 8:00 PM	10/28 - 12/16	8			205	This class offers a creative opportunity for people with Autism Spectrum Disorders that are interested in art. In a peaceful environment, students enhance their creative self-expression, build on social relationships with one another, and develop self-confidence through the process of creation. Students explore drawing, painting, collage and print-making. Students are interviewed in order to identify specific accommodations needed.	
3234	1.05	1	Special Needs	Special Needs Creative Expression - Ages 8-12		Maria Saraceni	Monday	Special Needs Ages 8-12	6:00 - 8:00 PM	09/08 - 10/13	6			160	This class offers a creative opportunity for people with Autism Spectrum Disorders that are interested in art. In a peaceful environment, students enhance their creative self-expression, build on social relationships with one another, and develop self-confidence through the process of creation. Students explore drawing, painting, collage and print-making. Students are interviewed in order to identify specific accommodations needed.	
3235	1.05	2	Special Needs	Special Needs Creative Expression - Ages 8-12		Maria Saraceni	Monday	Special Needs Ages 8-12	6:00 - 8:00 PM	10/27 - 12/15	8			205	This class offers a creative opportunity for people with Autism Spectrum Disorders that are interested in art. In a peaceful environment, students enhance their creative self-expression, build on social relationships with one another, and develop self-confidence through the process of creation. Students explore drawing, painting, collage and print-making. Students are interviewed in order to identify specific accommodations needed.	
3236	1.48	2	Specialty Classes	Fiber Art	ADULTS	Pinky Shmerler	Friday	Adults	12:30 - 2:30 PM	10/31 - 12/12	7			200	Learn to create one-of-a-kind fiber artworks using a variety of traditional techniques such as tapestry, knitting, weaving embroidery, appliquﾊ or felting.	
3237	1.48	1A	Specialty Classes	Fiber Art	ADULTS	Pinky Shmerler	Friday	Adults	12:30 - 2:30 PM	09/12 - 9/26	3			100	Learn to create one-of-a-kind fiber artworks using a variety of traditional techniques such as tapestry, knitting, weaving embroidery, appliquﾊ or felting.	
3238	1.48	1B	Specialty Classes	Fiber Art	ADULTS	Pinky Shmerler	Friday	Adults	12:30 - 2:30 PM	10/3 - 10/10/24	4			120	Learn to create one-of-a-kind fiber artworks using a variety of traditional techniques such as tapestry, knitting, weaving embroidery, appliquﾊ or felting.	
3239	1.32	2	Specialty Classes	Flower Arranging	ADULTS	Pinky Shmerler	Friday	Adults	9:30 - 11:30 AM	10/31 - 12/19	8			225	Using the principals of design, learn to create traditional and contemporary floral compositions. Students create a different style of floral arrangement each session. Material fee: $15, paid to the instructor on the first day of class.	
3240	1.32	1A	Specialty Classes	Flower Arranging	ADULTS	Pinky Shmerler	Friday	Adults	9:30 - 11:30 AM	09/12 - 9/26	3			100	Using the principals of design, learn to create traditional and contemporary floral compositions. Students create a different style of floral arrangement each session. Material fee: $15, paid to the instructor on the first day of class.	
3241	1.32	1B	Specialty Classes	Flower Arranging	ADULTS	Pinky Shmerler	Friday	Adults	9:30 - 11:30 AM	10/03 - 10/24	4			120	Using the principals of design, learn to create traditional and contemporary floral compositions. Students create a different style of floral arrangement each session. Material fee: $15, paid to the instructor on the first day of class.	
3242	7.51	1	Teen	Teen Cartooning and Comics	TEEN	Amy Berkowitz	Thursday	Teens	4:00 - 6:00 PM	09/11 - 10/23	7			190	Learn the elements of a successful  cartooning and graphic novel narration with a fine art sensibility. Create a character using techniques of shading, color and composition. Use a visual painterly approach to cartooning and learn the foundations of fine art skills. Each session explores different skills, including line drawings, painting or storyboarding.	
3243	7.51	2	Teen	Teen Cartooning and Comics	TEEN	Amy Berkowitz	Thursday	Teens	4:00 - 6:00 PM	10/30 - 12/11	7			190	Learn the elements of a successful  cartooning and graphic novel narration with a fine art sensibility. Create a character using techniques of shading, color and composition. Use a visual painterly approach to cartooning and learn the foundations of fine art skills. Each session explores different skills, including line drawings, painting or storyboarding.	
3244	7.56	1	Teen	Teen Cartooning and Comics	TEEN	Gwen Seuling	Saturday	Teens	10:00 AM - 12:00 PM	09/13 - 10/18	6			160	Learn the elements of a successful  cartooning and graphic novel narration with a fine art sensibility. Create a character using techniques of shading, color and composition. Use a visual painterly approach to cartooning and learn the foundations of fine art skills. Each session explores different skills, including line drawings, painting or storyboarding.	
3245	7.56	2	Teen	Teen Cartooning and Comics	TEEN	Gwen Seuling	Saturday	Teens	10:00 AM - 12:00 PM	11/1 - 12/13	7			190	Learn the elements of a successful  cartooning and graphic novel narration with a fine art sensibility. Create a character using techniques of shading, color and composition. Use a visual painterly approach to cartooning and learn the foundations of fine art skills. Each session explores different skills, including line drawings, painting or storyboarding.	
3246	7.5	1	Teen	Teen Cool, Funky Jewelry	TEEN	Christine Lyons	Monday	Teens	4:00 - 6:00 PM	09/08 - 10/13	6			160	Explore the many aspects of cold-form jewelry. Create jewelry with fun and functionality such as wire wrap, clasp making, solderless settings, leather, found-object tooling and bead embroidery. There is no need for soldering or using expensive materials to make jewelry with a personal statement. Material fee: $25, paid to the instructor on the first day of class.	
3247	7.12	1	Teen	Teen Fashion Illustration & Design	TEEN	Amy Berkowitz	Monday	Teens	4:00 - 6:00 PM	09/08 - 10/13	6			160	Explore the many trends of fashion design through illustrations, fabrics and accessories using a range of techniques, media and approaches. Individual discussion and support is provided in every class.	
3248	7.12	2	Teen	Teen Fashion Illustration & Design	TEEN	Amy Berkowitz	Monday	Teens	4:00 - 6:00 PM	10/27 - 12/15	8			205	Explore the many trends of fashion design through illustrations, fabrics and accessories using a range of techniques, media and approaches. Individual discussion and support is provided in every class.	
3249	7.13	1	Teen	Teen Fashion Illustration and Making	TEEN	Amy Berkowitz	Tuesday	Teens	4:00 - 6:00 PM	09/09 - 10/21	7			190	This is an introductory look into fashion. Students explore basic design skills and work with various materials used in constructing garments. Both traditional and non-traditional materials are explored. Students learn how the equipment functions and its role in constructing garments. A critical overview of fashion introduces students to various practical and theoretical approaches to understand and explore fashion within an art context.	
3250	7.13	2	Teen	Teen Fashion Illustration and Making	TEEN	Amy Berkowitz	Tuesday	Teens	4:00 - 6:00 PM	10/28 - 12/16	8			205	This is an introductory look into fashion. Students explore basic design skills and work with various materials used in constructing garments. Both traditional and non-traditional materials are explored. Students learn how the equipment functions and its role in constructing garments. A critical overview of fashion introduces students to various practical and theoretical approaches to understand and explore fashion within an art context.	
3251	7.1	1	Teen	Teen Painting	TEEN	Amy Berkowitz	Wednesday	Teens	4:00 - 6:00 PM	09/10 - 10/22	7			190	Students learn a variety of techniques and skills in painting and drawing, including color mixing, composition and drawing in perspective. Projects may include using pen and ink, paint, collage colored pencils for both traditional and abstract subjects.	
3252	7.1	2	Teen	Teen Painting	TEEN	Amy Berkowitz	Wednesday	Teens	4:00 - 6:00 PM	10/29 - 12/17	8			205	Students learn a variety of techniques and skills in painting and drawing, including color mixing, composition and drawing in perspective. Projects may include using pen and ink, paint, collage colored pencils for both traditional and abstract subjects.	
3253	7.4	1	Teen	Teen Photography	TEEN	Gregory Ross	Thursday	Teens	4:00 - 6:00 PM	09/11 - 10/23	7			190	Through shooting assignments and local field trips, student expand their understanding of the technical and aesthetic possibilities of photography. Learn how to use your camera to its best advantage. Gain an understanding of the visual world and changing ideas within the field of photography by looking at contemporary and traditional photographs and discussions.	
3254	7.4	2	Teen	Teen Photography	TEEN	Gregory Ross	Thursday	Teens	4:00 - 6:00 PM	10/30 - 12/11	7			190	Through shooting assignments and local field trips, student expand their understanding of the technical and aesthetic possibilities of photography. Learn how to use your camera to its best advantage. Gain an understanding of the visual world and changing ideas within the field of photography by looking at contemporary and traditional photographs and discussions.	
3255	7.52	1	Teen	Teen Photography: From the Runway to the Goal Line	TEEN	Allan Pierce	Wednesday	Teens	4:00 - 6:00 PM	09/10 - 10/22	7			190	Experience innovative approaches to photography from behind and in front of the camera. Learn to use composition, lighting shutter speeds and, most importantly, personal style to create exciting and original photos. This class explores traditional and alternative modeling approaches that incorporate physical gesture and movement as well as psychological expression. From the runway to the goal line students are both the photographer and the subject.	
3256	7.52	2	Teen	Teen Photography: From the Runway to the Goal Line	TEEN	Allan Pierce	Wednesday	Teens	4:00 - 6:00 PM	10/29 - 12/17	8			205	Experience innovative approaches to photography from behind and in front of the camera. Learn to use composition, lighting shutter speeds and, most importantly, personal style to create exciting and original photos. This class explores traditional and alternative modeling approaches that incorporate physical gesture and movement as well as psychological expression. From the runway to the goal line students are both the photographer and the subject.	
3257	7.2	1	Teen	Teen Portfolio Development	TEEN		Tuesday	Teens	4:00 - 6:00 PM	09/09 - 10/21	7			190	Create a portfolio of artwork that includes drawing, painting and sculpture that is often required for an application to college or art school. Explore observational drawing, self-portraiture and abstract design as you develop a personal style. A fun class to learn different art techniques and gain personalized artistic guidance.	
3258	7.2	2	Teen	Teen Portfolio Development	TEEN		Tuesday	Teens	4:00 - 6:00 PM	10/28 - 12/16	8			205	Create a portfolio of artwork that includes drawing, painting and sculpture that is often required for an application to college or art school. Explore observational drawing, self-portraiture and abstract design as you develop a personal style. A fun class to learn different art techniques and gain personalized artistic guidance.	
3259	7.5	2	Teen	Teens Cool, Funky Jewelry	TEEN	Christine Lyons	Monday	Teens	4:00 - 6:00 PM	10/27 - 12/15	8			205	Explore the many aspects of cold-form jewelry. Create jewelry with fun and functionality such as wire wrap, clasp making, solderless settings, leather, found-object tooling and bead embroidery. There is no need for soldering or using expensive materials to make jewelry with a personal statement. Material fee: $25, paid to the instructor on the first day of class.	
3260	8.51	WS	Workshop	Ceramic Holiday Platter	OPEN	Catalina Hoffman	Sunday	Adults	1:00  - 4:00 PM	2-Nov				60	Create and design a serving platter from scratch. Roll out the wet clay and create your own texture and designs or added shapes. Your platter will be kiln-fired and the following Sunday you return to glaze it (glaze is colored glass that is fused with the clay with an additional firing the kiln).	
3261	8.99	WS	Workshop	Egg Tempera Painting	ADULTS	Suzanne Scherer & Pavel Ouporov  	Saturday	Adults	1:00 - 4:00 PM	11-Oct				60	Some of the most luminous and detailed paintings of the Renaissance were painted in tempera. In this hands-on  demonstration students learn how to grind the pigments with the egg to make paint and discover how to achieve the luminous surface through layers of thin paint strokes. The master artist also presents the process of water gilding	 how to apply the red bole ground and to adhere and burnish the gold with an agate stone.
3262	8.94	WS	Workshop	Fabric Wall Hanging	ADULTS	Andrea Huffman	Saturday	Adults	1:00 - 4:00 PM	11-Oct				75	Learn to make stencils and relief stamps of personal symbols and shapes to print onto dyed fabric to create your own 12 x 18 inch fabric artwork finished with a bamboo rod for hanging.	
3263	8.4	WS	Workshop	Florida Black Coral Jewelry	ADULTS	Donald Dietz	Saturday	Adults	12:00 - 5:00 PM	13-Sep				110	Join expert Jeweler, Don Dietz, in this exciting workshop to create your own unique jewelry using Florida black coral. The workshop includes how to collect coral, smoothing and polishing, forming it into shapes and assembling it with sterling silver findings.	
3264	8.97	WS	Workshop	Florida Black Coral Jewelry	ADULTS	Donald Dietz	Saturday	Adults	12:00 - 5:00 PM	6-Dec				110	Join expert Jeweler, Don Dietz, in this exciting workshop to create your own unique jewelry using Florida black coral. The workshop includes how to collect coral, smoothing and polishing, forming it into shapes and assembling it with sterling silver findings.	
3265	8.9	WS	Workshop	Fresco Painting	OPEN	Walter O'Neill	Saturday	Adults	1:00 - 4:00 PM	13-Dec				20	Learn about the process and technique of traditional fresco painting. Explore grinding pigments, throwing the plaster, transferring the cartoon, and painting on the freshly prepared plaster.	
3266	8.41	WS	Workshop	Fun Casting Workshop	ADULTS	Donald Dietz	Saturday	Adults	1:00 - 5:00 PM	8-Nov				110	Explore ways to cast metal to make unusual one-of-a-kind jewelry. Traditional casting can be very costly. Fun casting uses basic tools and the results can be stunning. Each student casts in the medium of cuttlefish bone, straw or beans. Other possibilities include rice, rock salt or ice.	
3267	8.07	WS	Workshop	Fundamentals of Color Mixing	ADULTS	Diane Reeves	Saturday	Adults	1:00 - 4:00 PM	11-Oct				105	Master techniques of mixing colors accurately through demonstrations and guided exercises. Learn to mix any color you need while avoiding common mistakes. The exercises provide students with essential skills in color mixing and how to reproduce accurate colors. This information is valuable for painters of representational or abstract painting styles	
3268	8.08	WS	Workshop	Fundamentals of Color Mixing	ADULTS	Diane Reeves	Saturday	Adults	1:00 - 4:00 PM	6-Dec				105	Master techniques of mixing colors accurately through demonstrations and guided exercises. Learn to mix any color you need while avoiding common mistakes. The exercises provide students with essential skills in color mixing and how to reproduce accurate colors. This information is valuable for painters of representational or abstract painting styles	
3269	8.05	WS	Workshop	Fundamentals Of Drawing	ADULTS	Diane Reeves	Saturday	Adults	9:00 AM - 12:00 PM	11-Oct				105	Through specific exercises, master crucial techniques that strengthen your ability to draw accurately. Learn ways to calculate proportions, see more precisely, and avoid errors in drawing. The instructor demonstrates techniques, explains concepts and provides special tools for developing confident drawing skills.	
3270	8.06	WS	Workshop	Fundamentals Of Drawing	ADULTS	Diane Reeves	Saturday	Adults	9:00 AM - 12:00 PM	6-Dec				105	Through specific exercises, master crucial techniques that strengthen your ability to draw accurately. Learn ways to calculate proportions, see more precisely, and avoid errors in drawing. The instructor demonstrates techniques, explains concepts and provides special tools for developing confident drawing skills.	
3271	8.96	WS	Workshop	Heartwood - Incorporating Wood Into Jewelry	OPEN	Joshua Craig	Friday, Saturday &  Sunday	Adults	10:00 - 5:00 PM	11/14 - 11/16				300	Discover ways to incorporate heartwood into jewelry, including techniques for setting faceted stones in wood. Learn how to use the band saw for basic shaping, filing and finishing. Students create a ring, pendant, and/or earrings during the workshop. Basic knowledge of hand tools and soldering is recommended. This workshop is presented by The Florida Society of Goldsmiths.	
3272	8.02	WS	Workshop	Introduction to Acrylic Painting	ADULTS	Eydi Lampasona	Saturday	Adults	1:00 - 4:00 PM	8-Nov				20	This lecture/demonstration is an introduction to the variety of pigments, viscosity and types of acrylic paints, mediums and grounds for painting collage and digital printing. Information about paint quality, saturated color, watercolor and oil-like effects, and textures are introduced. Learn about clean color mixing with transparent and opaque pigments and the creative possibilities of using acrylic paints. Free samples and color charts for each participant. Students meet at the Boca Raton Museum afterward to see examples of contemporary artwork that employ techniques discussed in the workshop.	
3273	8.01	WS	Workshop	Introduction to Printmaking	ADULTS	Ron Garret	Saturday	Adults	1:00 - 4:00 PM	13-Sep				60	Students create their own monotypes and relief prints	 learn how to use the printing press and discover the processes of old masters and contemporary artists.
3274	8.98	WS	Workshop	More than a Snapshot: Take Better Photos	ADULTS	Allan Pierce	Saturday	Adults	1:00 - 4:00 PM	11-Oct				90	Too much back lighting, distracting hot spots in reflections, banal compositions, unwanted blurriness or boring vantage  points? or just the feeling that there?s an intangible missing element? Learn the basics and beyond to create audacious and personal images. Bring your digital camera or iPhone, jpegs or prints (if possible) of a few recent photos. 	
